name,year,playerid,height_no_shoes,height_shoes,weight,wingspan,st_reach,body_fat,hand_len,hand_width,no_step_vert,no_step_vert_reach,max_vert,max_vert_reach,bench,agility,sprint
Kris Dunn,2013,/player/Kris-Dunn/Summary/28240,74,74.5,192,80,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Dunn,2015,/player/Kris-Dunn/Summary/28240,NA,76,205,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Dunn,2016,/player/Kris-Dunn/Summary/28240,75,76.25,NA,81.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Humphries,2004,/player/Kris-Humphries/Summary/383,80.25,81.5,238,84.5,106.5,NA,NA,NA,29.5,136,36,142.5,22,11.33,3.2
Kris Joseph,2010,/player/Kris-Joseph/Summary/6525,NA,79,217,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Joseph,2012,/player/Kris-Joseph/Summary/6525,78,79,215,83,104,8.6,9,9,28.5,132.5,35,139,6,NA,3.46
Kris Wilkes,2015,/player/Kris-Wilkes/Summary/88923,79,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Wilkes,2015,/player/Kris-Wilkes/Summary/88923,78,NA,191,82,104,NA,NA,NA,24,128,33,137,NA,11.31,3.39
K.T. Harrell,2015,/player/KT-Harrell/Summary/9384,75.25,NA,206,81.5,99.5,NA,NA,NA,35,134.5,NA,NA,NA,5.76,3.45
Kuran Iverson,2012,/player/Kuran-Iverson/Summary/24304,NA,80.5,202,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuran Iverson,2012,/player/Kuran-Iverson/Summary/24304,NA,80.5,202,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuran Iverson,2016,/player/Kuran-Iverson/Summary/24304,80.25,NA,209.2,84.5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kwame Vaughn,2013,/player/Kwame-Vaughn/Summary/8641,74.75,NA,187,78.5,98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kwe Parker,2014,/player/Kwe-Parker/Summary/76753,72,NA,192,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Alexander,2015,/player/Kyle-Alexander/Summary/76405,82.5,NA,202,84.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Anderson,2010,/player/Kyle-Anderson/Summary/24265,NA,80.5,223,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Anderson,2010,/player/Kyle-Anderson/Summary/24265,NA,80.5,223,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Anderson,2011,/player/Kyle-Anderson/Summary/24265,NA,81,226,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Anderson,2011,/player/Kyle-Anderson/Summary/24265,NA,81,226,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Anderson,2012,/player/Kyle-Anderson/Summary/24265,79.5,80.5,233,86.5,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Anderson,2014,/player/Kyle-Anderson/Summary/24265,79.5,80.5,230,86.75,107.5,13.4,8.25,8.75,NA,NA,NA,NA,NA,NA,NA
Kyle Casey,2014,/player/Kyle-Casey/Summary/12551,78.5,79.5,227,85,106,5.9,9,9,35.5,141.5,41,147,11,11.34,3.27
Kyle Fogg,2012,/player/Kyle-Fogg/Summary/6649,74,NA,183,81.5,NA,NA,NA,NA,32.8,NA,NA,NA,NA,10.86,3.26
Kyle Fogg,2012,/player/Kyle-Fogg/Summary/6649,73.25,74.5,189,80.5,98,8.2,10,NA,33,131,38.5,136.5,13,10.81,3.29
Kyle Guy,2015,/player/Kyle-Guy/Summary/76387,72.5,NA,152,76.5,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Hines,2008,/player/Kyle-Hines/Summary/1712,76.25,77.75,241,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Hines,2008,/player/Kyle-Hines/Summary/1712,75.75,77.25,234,85.25,102.5,3.6,NA,NA,28.5,131,33,135.5,16,12.17,3.4
Kyle Korver,2003,/player/Kyle-Korver/Summary/478,78.25,79.75,211,81.5,102.5,6.7,NA,NA,25.5,128,31.5,134,13,11.42,3.47
Kyle Kuric,2012,/player/Kyle-Kuric/Summary/6122,75,NA,200,76.5,NA,NA,NA,NA,30.3,NA,NA,NA,NA,11.15,3.19
Kyle Kuzma,2017,/player/Kyle-Kuzma/Summary/81004,80,81.5,222.6,84.25,107.5,9.4,8.5,9.5,NA,NA,NA,NA,NA,NA,NA
Kyle McAlarney,2009,/player/Kyle-McAlarney/Summary/1731,71.75,73,189,76.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle O'Quinn,2012,/player/Kyle-OQuinn/Summary/19543,80.5,NA,241,89,NA,NA,NA,NA,30.5,NA,NA,NA,NA,11.82,3.54
Kyle O'Quinn,2012,/player/Kyle-OQuinn/Summary/19543,80.5,81.5,242,88.75,110,12,9.88,NA,30,140,30,140,11,11.57,3.53
Kyle O'Quinn,2012,/player/Kyle-OQuinn/Summary/19543,80.5,82,241,88.75,106.5,8,9.5,10,31.5,138,31.5,138,NA,11.65,3.53
Kyle Singler,2007,/player/Kyle-Singler/Summary/2151,NA,81,NA,82,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Singler,2009,/player/Kyle-Singler/Summary/2151,NA,79,222,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Singler,2010,/player/Kyle-Singler/Summary/2151,NA,80,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Singler,2010,/player/Kyle-Singler/Summary/2151,NA,81,237,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Singler,2011,/player/Kyle-Singler/Summary/2151,79.5,80.5,228,82.1,106,10,8.25,8.75,23,129,30,136,10,11.22,3.21
Kyle Visser,2007,/player/Kyle-Visser/Summary/1832,82,83.5,242,83,108,10.2,NA,NA,26,134,29,137,18,12.6,3.39
Kyle Washington,2012,/player/Kyle-Washington/Summary/41435,NA,80.5,211,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Washington,2012,/player/Kyle-Washington/Summary/41435,NA,80.5,211,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Weems,2012,/player/Kyle-Weems/Summary/7410,77.5,NA,223,82,NA,NA,NA,NA,34.8,NA,NA,NA,NA,11.8,3.38
Kyle Williams,2012,/player/Kyle-Williams/Summary/82101,78.75,NA,226,86.25,106.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Wiltjer,2009,/player/Kyle-Wiltjer/Summary/24155,NA,80,221,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Wiltjer,2010,/player/Kyle-Wiltjer/Summary/24155,81,NA,226,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Wiltjer,2010,/player/Kyle-Wiltjer/Summary/24155,NA,81,221,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Wiltjer,2015,/player/Kyle-Wiltjer/Summary/24155,NA,82,236,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Wiltjer,2016,/player/Kyle-Wiltjer/Summary/24155,80.75,82,242.8,84.25,102.5,15.25,8.25,9.5,NA,NA,NA,NA,NA,NA,NA
Ky Madden,2010,/player/Ky-Madden/Summary/24172,76.5,NA,171,83,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrie Irving,2009,/player/Kyrie-Irving/Summary/7118,NA,74,172,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrie Irving,2009,/player/Kyrie-Irving/Summary/7118,NA,74,172,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrie Irving,2011,/player/Kyrie-Irving/Summary/7118,73.75,75.5,191,76,99,10.2,8.25,9.25,NA,NA,NA,NA,NA,NA,NA
Kyryl Natyazhko,2012,/player/Kyryl-Natyazhko/Summary/6650,81.5,82.5,250,85,108,NA,NA,NA,26,134,30.5,138.5,NA,12.65,3.65
LaceDarius Dunn,2010,/player/LaceDarius-Dunn/Summary/4067,NA,76.5,200,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaceDarius Dunn,2011,/player/LaceDarius-Dunn/Summary/4067,75,76,188,78.25,101,5.5,9,10.25,26.5,127.5,31,132,3,11.45,3.27
LaDontae Henton,2015,/player/LaDontae-Henton/Summary/28968,76,NA,213,84,103.5,NA,NA,NA,29,132.5,NA,NA,NA,6.61,3.44
Lamar Butler,2006,/player/Lamar-Butler/Summary/18608,73,74,164,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaMarcus Aldridge,2006,/player/LaMarcus-Aldridge/Summary/66,82,83.25,234,88.75,110,8.7,NA,NA,26.5,136.5,34,144,8,12.02,3.43
Lamar Patterson,2014,/player/Lamar-Patterson/Summary/6235,76,77.25,226,83,101,10.8,9,9.25,27.5,128.5,32.5,133.5,NA,11.63,3.45
Lamar Peters,2015,/player/Lamar-Peters/Summary/92818,71,NA,174,77,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Stevens,2014,/player/Lamar-Stevens/Summary/85596,77,NA,215,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamonte Turner,2013,/player/Lamonte-Turner/Summary/85620,73,NA,170,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamonte Turner,2014,/player/Lamonte-Turner/Summary/85620,74,NA,173,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamont Jones,2013,/player/Lamont-Jones/Summary/2540,71.25,NA,194,74,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lance Stephenson,2010,/player/Lance-Stephenson/Summary/2196,76.5,77.75,227,82.5,103,9.3,9,10.25,27,130,33,136,10,11.39,3.38
Landen Lucas,2010,/player/Landen-Lucas/Summary/24657,80,NA,240,84.5,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Landen Lucas,2011,/player/Landen-Lucas/Summary/24657,NA,81.5,241,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Landon Milbourne,2010,/player/Landon-Milbourne/Summary/3727,77.25,NA,208,81.25,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Landry Fields,2010,/player/Landry-Fields/Summary/6856,78.5,NA,216,81.5,104.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Langston Galloway,2014,/player/Langston-Galloway/Summary/22568,73.5,NA,188,80,99.5,NA,NA,NA,31.5,131,NA,NA,NA,11.04,3.23
Langston Hall,2014,/player/Langston-Hall/Summary/22629,73.75,NA,179,78.5,98,NA,NA,NA,28.5,126.5,NA,NA,NA,11.65,3.36
LaQuinton Ross,2010,/player/LaQuinton-Ross/Summary/24185,78,NA,219,84.5,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaQuinton Ross,2010,/player/LaQuinton-Ross/Summary/24185,NA,80,217,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaQuinton Ross,2010,/player/LaQuinton-Ross/Summary/24185,NA,80,217,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaQuinton Ross,2012,/player/LaQuinton-Ross/Summary/24185,NA,79,228,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaQuinton Ross,2012,/player/LaQuinton-Ross/Summary/24185,NA,79,228,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaQuinton Ross,2013,/player/LaQuinton-Ross/Summary/24185,NA,79,227,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaQuinton Ross,2014,/player/LaQuinton-Ross/Summary/24185,78.5,79.5,239,85.75,106,16.3,8.75,9.75,25,131,31,137,NA,11.97,3.44
LaRon Dendy,2012,/player/LaRon-Dendy/Summary/5308,79.5,NA,228,82.75,NA,NA,NA,NA,27.3,NA,NA,NA,NA,12.25,3.47
Larry Anderson,2012,/player/Larry-Anderson/Summary/16623,75.75,NA,211,82,NA,NA,NA,NA,27.3,NA,NA,NA,NA,11.56,3.25
Larry Anderson,2012,/player/Larry-Anderson/Summary/16623,75.75,77.25,210,82,101.25,10.7,9.38,NA,28.8,130.05,32.8,134.05,15,11.02,3.3
Larry Drew,2013,/player/Larry-Drew/Summary/2172,72.5,74,182,77.75,97,6.6,7.5,8.5,32.5,129.5,38,135,10,10.62,3.18
"Larry Nance, Jr.",2014,/player/Larry-Nance-Jr/Summary/30624,NA,80.5,234,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larry Nance, Jr.",2015,/player/Larry-Nance-Jr/Summary/30624,79.5,80.5,227,85.5,108,6.4,9,9.75,29,137,37.5,145.5,NA,10.89,3.25
"Larry Nance, Jr.",2015,/player/Larry-Nance-Jr/Summary/30624,79.5,80.5,226.6,85.5,108,6.4,9,9.75,NA,NA,NA,NA,NA,NA,NA
Larry O'Bannon,2005,/player/Larry-OBannon/Summary/1986,75,76.25,196,78,99.5,NA,NA,NA,31.5,131,36.5,136,17,11.44,3.18
Larry Richardson,2012,/player/Larry-Richardson/Summary/60042,73.25,NA,175,78.75,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larry Sanders,2009,/player/Larry-Sanders/Summary/2198,NA,82,217,90.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larry Sanders,2009,/player/Larry-Sanders/Summary/2198,NA,82,217,90.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larry Sanders,2010,/player/Larry-Sanders/Summary/2198,81.25,82.5,222,89.75,112,4.6,9.75,11,25.5,137.5,28,140,7,12.49,3.27
Latravian Glover,2015,/player/Latravian-Glover/Summary/88113,78,NA,218,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laurence Bowers,2013,/player/Laurence-Bowers/Summary/4217,78.75,80.5,223,83,106,6.7,8,8.75,26,132,30,136,12,11.67,3.37
Laurence Ekperigin,2010,/player/Laurence-Ekperigin/Summary/10183,78.5,NA,220,85.5,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laurynas Birutis,2015,/player/Laurynas-Birutis/Summary/54347,84,85.25,214,86.25,111,NA,NA,NA,24,135,28.5,139.5,NA,NA,3.62
"Lavar Batts, Jr.",2015,/player/Lavar-Batts-Jr/Summary/76750,73,NA,154,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaVell Blanchard,2003,/player/LaVell-Blanchard/Summary/2093,78,79.5,205,78,101.5,11.7,NA,NA,33.5,135,36.5,138,12,11.64,3.38
Lawrence Hill,2009,/player/Lawrence-Hill/Summary/1781,79.25,80.75,223,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrence Kinnard,2009,/player/Lawrence-Kinnard/Summary/8165,78,79.5,201,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrence Roberts,2004,/player/Lawrence-Roberts/Summary/146,79.5,81,233,81.5,106.5,NA,NA,NA,27.5,134,33,139.5,18,12.52,3.3
Lawrence Westbrook,2010,/player/Lawrence-Westbrook/Summary/3920,71,NA,190,76.25,94.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lazar Hayward,2010,/player/Lazar-Hayward/Summary/2308,76.5,77.75,226,84.75,102,7.5,9.25,9.5,31,133,36,138,15,10.87,3.31
Lazeric Jones,2012,/player/Lazeric-Jones/Summary/9331,71.5,NA,195,79.25,NA,NA,NA,NA,28.8,NA,NA,NA,NA,10.85,3.22
LeBron James,2003,/player/LeBron-James/Summary/250,79.25,80,245,84.25,106.25,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Le'Bryan Nash,2015,/player/LeBryan-Nash/Summary/24147,78.5,NA,232,82,102,NA,NA,NA,32,134,NA,NA,NA,6.33,3.4
Lee Cummard,2009,/player/Lee-Cummard/Summary/1770,77.5,79,175,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leland Green,2013,/player/Leland-Green/Summary/85671,72,NA,165,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leo Lyons,2009,/player/Leo-Lyons/Summary/1647,81,81.75,240,82.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leon Radosevic,2011,/player/Leon-Radosevic/Summary/24372,80.31,81.5,238,83.86,105.51,3.8,NA,NA,27.1,132.61,35.7,141.21,NA,NA,3.2
Leon Williams,2008,/player/Leon-Williams/Summary/11607,78,79,251,81.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leo Westermann,2012,/player/Leo-Westermann/Summary/25857,NA,79,199,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leron Black,2012,/player/Leron-Black/Summary/41492,NA,79,207,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leron Black,2013,/player/Leron-Black/Summary/41492,NA,79,217,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leron Black,2013,/player/Leron-Black/Summary/41492,NA,79,217,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leron Black,2014,/player/Leron-Black/Summary/41492,78.25,NA,225,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lester Abram,2007,/player/Lester-Abram/Summary/4013,78.25,79.5,206,80.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lester Hudson,2008,/player/Lester-Hudson/Summary/1690,71.75,73,196,80.75,98.5,3.4,NA,NA,30.5,129,36,134.5,12,11.15,3.16
Lester Medford,2015,/player/Lester-Medford/Summary/81535,NA,70,175,74,93.5,5.9,8,9.13,NA,NA,37,130.5,6,10.47,3.17
Levi Randolph,2010,/player/Levi-Randolph/Summary/24171,76,NA,179,81,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Levi Randolph,2010,/player/Levi-Randolph/Summary/24171,NA,76.5,178,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Levi Randolph,2010,/player/Levi-Randolph/Summary/24171,NA,76.5,178,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Levi Randolph,2015,/player/Levi-Randolph/Summary/24171,76.75,NA,200,81.5,101,NA,NA,NA,31.5,132.5,NA,NA,NA,6.1,3.12
Levon Alston,2014,/player/Levon-Alston/Summary/16168,NA,75,155,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Levon Alston,2014,/player/Levon-Alston/Summary/16168,NA,75,155,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lewis Clinch,2009,/player/Lewis-Clinch/Summary/2351,74.5,76,198,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lynos Chrisikopoulos,2010,/player/Linos-Chrysikopoulos/Summary/25889,79.92,81.5,210,84.65,106.69,NA,NA,NA,22.4,129.09,33.5,140.19,NA,NA,NA
Linos Chrysikopoulos,2011,/player/Linos-Chrysikopoulos/Summary/25889,79.92,81.1,208,83.86,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linos Chrysikopoulos,2013,/player/Linos-Chrysikopoulos/Summary/25889,80.5,82,218,85,107,NA,NA,NA,21,128,30.5,137.5,NA,12.37,3.4
Lionel Figueroa,2015,/player/Lionel-Figueroa/Summary/108476,75.5,NA,176,80,103,NA,NA,NA,23.5,126.5,33,136,NA,NA,3.48
Livio Jean-Charles,2013,/player/Livio-Jean-Charles/Summary/26494,NA,81,217,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L.J. Peak,2015,/player/LJ-Peak/Summary/71571,75,76.5,212,81.5,103.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L.J. Rose,2010,/player/LJ-Rose/Summary/24261,NA,75,181,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L.J. Rose,2011,/player/LJ-Rose/Summary/24261,NA,75,181,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L.J. Rose,2011,/player/LJ-Rose/Summary/24261,NA,75.25,189,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L.J. Rose,2011,/player/LJ-Rose/Summary/24261,NA,75.25,189,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longar Longar,2008,/player/Longar-Longar/Summary/1802,81.5,82.25,218,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longar Longar,2008,/player/Longar-Longar/Summary/1802,81,82,213,85.5,109.5,10.6,NA,NA,NA,NA,NA,NA,14,NA,NA
Lonnie Walker,2015,/player/Lonnie-Walker/Summary/88916,76,NA,186,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonzo Ball,2013,/player/Lonzo-Ball/Summary/59501,75.5,76,162,79,100.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonzo Ball,2014,/player/Lonzo-Ball/Summary/59501,75.5,76.5,162,79,100.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonzo Ball,2015,/player/Lonzo-Ball/Summary/59501,77,NA,181,81,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loren Stokes,2007,/player/Loren-Stokes/Summary/7622,73.75,75,161,76.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorenzo Brown,2013,/player/Lorenzo-Brown/Summary/2382,76,77.25,189,79,100,4,8.25,8.5,28,128,34,134,8,11.78,3.4
Lorrenzo Wade,2009,/player/Lorrenzo-Wade/Summary/1750,77.5,78.75,217,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lou Amundson,2006,/player/Lou-Amundson/Summary/868,79.25,80,221,83.5,103.5,6.8,NA,NA,32,135.5,35.5,139,14,10.58,3.2
Louis King,2015,/player/Louis-King/Summary/104401,77.5,NA,184,83,104.5,NA,NA,NA,22.5,127,29.5,134,NA,13.1,3.59
Louis Labeyrie,2012,/player/Louis-Labeyrie/Summary/27509,81,81.75,191,82.75,107,NA,NA,NA,28.5,135.5,32,139,NA,11.32,3.49
Louis Labeyrie,2013,/player/Louis-Labeyrie/Summary/27509,81,82,200,82,108,NA,NA,NA,28.5,136.5,29,137,NA,11.58,3.29
Louis Labeyrie,2014,/player/Louis-Labeyrie/Summary/27509,81,82,NA,82.75,107.5,NA,NA,NA,29,136.5,31,138.5,NA,11.48,3.5
Louis Rucklin,2015,/player/Louis-Rucklin/Summary/91763,71.5,72.75,163,76.5,96,NA,NA,NA,29.5,125.5,32.5,128.5,NA,NA,3.39
Lucas Alves,2010,/player/Lucas-Alves/Summary/30661,77.95,79.53,228,85.43,105.51,NA,NA,NA,28,133.51,33.5,139.01,NA,NA,NA
Lucas Dias,2015,/player/Lucas-Dias/Summary/26688,81,82,214,84,108,NA,NA,NA,22.5,130.5,27,135,NA,NA,3.59
Lucas Mariano,2013,/player/Lucas-Mariano/Summary/27048,81,82,270,87,111,NA,NA,NA,20,131,26,137,NA,12.37,3.51
Lucas Mariano,2014,/player/Lucas-Mariano/Summary/27048,NA,NA,NA,86.75,107.5,NA,NA,NA,25.5,133,30.5,138,NA,12.71,3.66
Lucas Nogueira,2011,/player/Lucas-Nogueira/Summary/24240,81.89,83.07,215,88.98,110.63,5.7,NA,NA,17.6,128.23,20.9,131.53,NA,NA,3.67
Lucas Nogueira,2013,/player/Lucas-Nogueira/Summary/24240,82.5,84,220,90,114,NA,NA,NA,28.4,142.4,28,142,NA,11.63,3.43
Lucca Staiger,2010,/player/Lucca-Staiger/Summary/4179,75.59,76.77,229,78.35,101.57,NA,NA,NA,25.6,127.17,34.3,135.87,NA,NA,NA
Kevin Cheatam,2014,/player/Lucky-Cheatham/Summary/131245,70,NA,170,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luc Mbah a Moute,2008,/player/Luc-Mbah-a-Moute/Summary/786,77.75,79.5,221,84.5,103.5,7,NA,NA,32,135.5,38.5,142,11,11.71,3.17
Ludvig Hakanson,2014,/player/Ludde-Hakanson/Summary/32962,74,75,194,75.75,97.5,NA,NA,NA,27,124.5,31,128.5,NA,11.36,3.38
Ludovic Vaty,2009,/player/Ludovic-Vaty/Summary/2328,80.25,80.5,239,85,108,NA,NA,NA,17,125,31,139,NA,NA,3.86
Ludovic Vaty,2010,/player/Ludovic-Vaty/Summary/2328,80.31,81.89,255,85.43,108.27,NA,NA,NA,26.4,134.67,32.7,140.97,NA,NA,NA
Luis Flores,2004,/player/Luis-Flores/Summary/417,72.5,73.75,202,79.5,98.5,NA,NA,NA,29,127.5,32,130.5,15,10.97,3.1
Luis Hurtado,2015,/player/Luis-Hurtado/Summary/105833,77,NA,204,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luis Santos,2013,/player/Luis-Santos/Summary/84016,78,NA,246,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luka Kotrulija,2014,/player/Luka-Kotrulija/Summary/72294,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,26,NA,NA,11.43,3.57
Luke Babbitt,2010,/player/Luke-Babbitt/Summary/2185,79.5,80.75,218,83.25,104.5,5.6,8.5,10,29.5,134,37.5,142,15,10.98,3.4
Luke Garza,2015,/player/Luke-Garza/Summary/105352,81,NA,257,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Harangody,2009,/player/Luke-Harangody/Summary/2307,78.25,80,240,81.75,106,11.2,8.75,9.75,27,133,31,137,23,11.15,3.33
Luke Harangody,2010,/player/Luke-Harangody/Summary/2307,78,79.75,240,81.5,106,11.1,8.75,9.75,24,130,28.5,134.5,23,11.83,3.41
Luke Jackson,2004,/player/Luke-Jackson/Summary/380,78,79,212,80.5,103,NA,NA,NA,26.5,129.5,36,139,13,11.1,3.24
Luke Kennard,2013,/player/Luke-Kennard/Summary/42084,76,NA,180,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kennard,2013,/player/Luke-Kennard/Summary/42084,NA,77,182,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kennard,2014,/player/Luke-Kennard/Summary/42084,76.75,NA,189,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kennard,2014,/player/Luke-Kennard/Summary/42084,76.5,77.5,192,77,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kennard,2014,/player/Luke-Kennard/Summary/42084,NA,77,183,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kennard,2015,/player/Luke-Kennard/Summary/42084,76.75,77,187,77,98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kennard,2017,/player/Luke-Kennard/Summary/42084,76.5,77.5,196.2,77.25,98.5,6.6,8,8.75,NA,NA,NA,NA,NA,NA,NA
Luke Maye,2013,/player/Luke-Maye/Summary/83928,79,NA,229,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Ridnour,2003,/player/Luke-Ridnour/Summary/284,73,74,167,75,95.5,5.3,NA,NA,26,121.5,32.5,128,NA,11,3.28
Luke Schenscher,2005,/player/Luke-Schenscher/Summary/997,83.75,85.5,242,89,111.5,NA,NA,NA,23.5,135,26.5,138,1,12.4,3.47
